text,sentiment,set
অনেক ভালো লাগলো. ধন্যবাদ,happy,train
বাংলাদেশর ইতিহাসে মনে হয় এইবার প্রথম এত তারাতারি কনু বিষয়ে একশন নেওয়া হল,surprise,train
আপনাদের নিয়মিত পোস্ট ও কার্যকর্ম সত্যিই খুব ভালো লাগছে। তবে ভয় ও লাগছে কিছুদিন পরে আবার উপরের চাপে আপনাদের বাতি নিবে যায় কিনা ?,fear,train
"আমরা কারও শত্রু নই, আমরা কেবল অপকর্মের প্রতিকার চাই... great job... really great",happy,train
আপনাদেরকে অনেক ধন্যবাদ। বিমান সংস্হা গুলো এরকম সাজা দেয়ার জন্য বাংলাদেশ এয়ারপোর্ট নিয়ে মানুষের মনে বাজে ধারনা কিছুটা হলেও লাগব হবে।,happy,train
"দেশের কেন্দ্রীয় আইন,বিচার এবং শাসন বিভাগে আপনাদের মত কিছু দেশপ্রেমিকের অতিব প্রয়োজন,",happy,train
"শেষ পর্যন্ত তাইলে অভিযোগের সত্যতা খুঁজে পাওয়া গেলো এবং এরই মধ্যে জরিমানাও করে ফেললেন। গুড ইনিশিয়েটিভ ব্রাদার... সাথে আছি, চালিয়ে যান।",happy,train
এইভাবে আপনার action চালিয়ে জান। প্রবাসীরা আপনার সাথে আছি ধন্যবাদ,happy,train
"ভাই, এইভাবে জরিমানা করলে দুইদিন পরে এরা ব্যবসা গুটিয়ে দৌড় না লাগাই আবার::::!!!! :)",fear,train
"ভেরি গুড, থেংকু স্যার",happy,train
সাব্বাস.. ক্যারি অন...! :),happy,train
গতকালের একজনের অভিযোগ দেখসিলাম; এত তাড়াতাড়ি ব্যবস্থা নেয়া হবে ভাবি নাই।,surprise,train
গতকালের ভদ্র লোকটি কোথায় যিনি অসম্ভব সুন্দর স্টাটাস টি প্রসব করেছিলেন ??,happy,train
"যাও এগিয়ে তোমরা,আমরা আছি সবসময় তোমাদের পাশে। ইনশা আল্লাহ্‌.....",happy,train
আপনাকে অনেক ধন্যবাদ।আপনি অভিযোগ না করলে এই কাজটি হতনা,happy,train
কথায় কথায় জরিমানা করলে কোম্পানি ব্যাবসা করবে কিভাবে?,angry,train
"কথা তিন লাখ আর তিন টাকা না। আমি বলসি পান থেকেই চুন খসলে জরিমানা করা,এটা বন্ধ করতে হবে।",angry,train
ব্যবসা করতে কেউ নিষেধ করে নাই। প্রোপার সার্ভিস দিতে পারলে করবে নইলে দৌড়ের উপরে...,disgust,train
এতো জরিমানা করলে তো বিমান কোম্পানি গুলো ব্যাবসা করতে পারবে কিভাবে??,angry,train
খায়া দেন ভাই! :D,disgust,train
রিজেন্ট সাভিস অবস্থা খুবই খারাপ ফ্লাইট মিস করা লাগেস মিসিং যেন মগের মূলক,angry,train
ধন্যবাদ,happy,train
দারুণ হয়েছে (y),happy,train
মারহাবা মারহাবা,happy,train
সাব্বাস...,happy,train
রিজেন্ট সিংগাপুর থেকে ডেইলি লাগেজ আসে না। এখন কি উপায় ??????,fear,train
"অনেক ধন্যবাদ, দেশকে নিয়ে নতুন করে আশাবাদী হচ্ছি :)",happy,train
"দারুণ দারুণ,",happy,train
যাত্রী হয়রানি মোটেও কাম্য নয়,disgust,train
"ধন্যবাদ,অনেক ভালো হয়ছে।",happy,train
আবারো show time🙌👍👍,disgust,train
প্রত্যেকে সাড়ে ১২ হাজার টাকা করে পেয়েছে।জরিমানার ২৫%।,happy,train
"স্যালুট ইউ স্যার """,happy,train
"সাবাশ (y) #আল্লাহ আপনাদের সহায় হোন, আমিন।",happy,train
বাঁশ বাঁশ বাঁশ আমার এত খুশি লাগে কেরে ভাইজান।,happy,train
ভাল,happy,train
স্যালুট স্যার,happy,train
"Thank You Sir.আপনার মত মানসিকতা হক সবার,এমনকি আমারও....",happy,train
মাথা ঘুড়ছে ভরতিয় ইংরেজির ঠেলায়........,disgust,train
প্রত্যেক এয়ার পোর্ট কাস্টমস অফিসার ও কর্মচারী corrupted.,angry,train
সত্যি বলতে এই টিভিটা দেখে অবাক হইছি :p,surprise,train
Ibn Ahmed আরে TVবদলাইলো কবে!!!!!!!!!!!!!,surprise,train
কিছুই বদলায় নাই মানে? আমাদের কে কানা মুরাদ পাইছেন :-D :-D,angry,train
বুজলাম না ? ঘড়ি / টেলিভিশন মানে কী ?,disgust,train
সব চোরদের ছবি এক জাগায় তুল্লে ভাল দেখাবে বাই ডিফল্ট্,happy,train
এটা এয়ারপোর্টে নাকি চোরের কারখানা ???? প্রতি দিন একটা করে ........... কি আর বলবো ঐতিহাসিক চোরের কারখানার এর না বাংলাদেশ,disgust,train
"একটা ব্যাপার খেয়াল করেন, লোভ কোন পর্যায়ে গেলে এতো অ্যারেস্টের পরও এরা চুরি চালিয়েই যাচ্ছে।",disgust,train
"Shaikh Moksedul Rahman, আপনাকেও অভিনন্দন।",happy,train
"Numan ভাই, আপনিই বলেন, কোথায় যাইবো আমি এই আঁতেলদিগকে লইয়া।😐",disgust,train
ফিরিয়ে দিন আমাদের আগের ঘড়ি আর টিভি 😢😢😢,angry,train
"Ali Ahmed আপনার গ্রামার + কি ইংলিশে কি বুঝাইলেন তা কারো বাপেরও সাধ্য নাউ কিছু বুঝার। সবকিছু ধরলামনা যাস্ট একটা কথা জিজ্ঞাসা করবো, Acknowledgement এর মিনিং জানেন??",disgust,train
"আর যারা ঘরি আর টিভির জোকটা বুঝেনাই তারা হয়তো পেইজে নতুন আসছে, না হয় এত সিরিয়াসলি এটা বলতে যেতনা",sad,train
যারা দেয়ালঘড়ি আর সি আর টি মনিটর এর জোক বুঝেননি - তাদের জন্য ১ মিনিট নিরবতা! :v,sad,train
আপনেতো ভাই বেশ খ্রাপ! নিরবতার কথা বলে ভ্যাক ভ্যাক করে হাসছেন। 😐,disgust,train
আল্লাহ রে এই বাংলিশ ভাষা দেখার আগে আমার মরণ দিলিনা ক্যা :v,angry,train
"ফান না বুঝলে জীবনটা ১২ আনাই মিছা""!!",disgust,train
"বাংলাদেশী মানুষ আমরা, বাংলাতেই ভাব প্রকাশ করব।ইংরেজী জানি বলে যেখানে সেখানে তা ফলাব কেন?",disgust,train
"এটা অন্যায়। মানিনা এই বিচার। 😐। আগের ঘড়ি, টেলিভিশন কোথায়!!!😂😂",angry,train
"আজ বেনজির পেলাম,গতকাল পেয়েছি আবু সাইদ । আমাদের আরও বেনজির,সাইদ দরকার সৎ মানুষের পাল্লা ভারী হওয়ার জন্য । অভিনন্দন মিঃ বেনজিরকে ।",happy,train
"একটা সময় বিদেশ থেকে দেশে যাওয়ার সময় খুব চিন্তায় থাকতাম নাজানি কোন ধরনের হয়রানির স্বীকার হতে হয়, কার পাল্লায় পড়ে কি জানি খোয়াতে! আর এখন নিজে তো চিন্তা করিই না বরং অন্য যারা কমজানা প্রবাসী ভাইয়েরা আছে তাদেরও উৎসাহ দেই এই বলে যে ""এখন আর কোনো হয়রানির ভয় নাই, আমাদের শ্রদ্ধেয় ম্যাজিস্ট্রেট স্যাররা আছেন! যেকোনো সমস্যার তাৎক্ষণিক সমাধান ইন শা আল্লাহ্‌ "" আশা করি এই ধারা অব্যাহত থাকবে! আপনাদের দেখে অন্যদেরও চোঁখ কান খুলবে! তারাও শুধু নিজেদের পকেট ভরার চিন্তা না করে জনগণের নিরাপত্তার কথা ভাববে!! স্যালুট টু এভরিওয়ান (Y)",happy,train
দারুণ বলেছেন,happy,train
আমিও একমত,happy,train
বেশী করে সিসি ক্যামেরা লাগিয়ে বিমান বন্দরের বিভিন্ন জায়গায় বড় বড় টিভিতে জনগনের দেখার জন্য প্রদর্শন করলে এ কাজ এমনিতেই বন্ধ হয়ে যাবে ।,happy,train
"দাও ফিরিয়ে সে অরণ্য, লও হে নগর। আগের ঘড়ি আর টিভিটা স্যার? না দেখে অস্থির হয়ে যাচ্ছি।",fear,train
"একজনের শাস্তি দেখে বাকিদের সাবধান হবার কথা, এরাতো বেপরোয়াই রয়ে গেলো। প্রতিদিন নতুন কেউ না কেউ ধরা পরছে।",disgust,train
আলহামদু লিল্লাহ্ । আজীবন কারাদণ্ড হলে আরও খশি হতাম । সেইসাথে চাবুক । ওনার অবৈধ সম্পদের হিসাব নেওয়া প্রায়োজন । এত punishment দেখেও এদের হুস হয় না । চামড়া কতো মোটা । ধন্যবাদ আপনাকে সন্মানিত ম্যজিষ্টেট সাহেব ।,happy,train
মানুষ চাইলে কি না করতে পারে এটা তার বাস্তব প্রমাণ । আপনাদের জন্যে আজ বিমান বন্দরে শান্তি ফিরে আসলে।,happy,train
"দিন বদলের অপেক্ষায়... চমত্‌কার বলেছেন! এই খারাপ চক্র দুনিয়ার সব বিমানবন্দরেই আছে, এরা আগে হয়ত নিরভিগ্নে চুরি করে অনায়াসে পার পেয়ে যেত, এখন দিন বদলাচ্ছে......! এটাই ভালো লাগলো জেনে.... প্লিজ কিপ ইট আপ!",happy,train
জেল জরিমানা করে কোন লাব হবে না ! এদের কে রাস্তায় দাড করীয়ে জুতাপীটা করলে কীচু টা ...দেশের উপকার হতো ।,angry,train
"দিন বদল হবেই ইন্সাল্লাহ ! আল্লাহ আপনাদের এই শ্রম কে কবুল করুন, উত্তম প্রতিদান দান করুক , আমীন !",happy,train
"স্যালুট, আপনাদের সবাইকে। সাথে অজানা ভয়! জানিনা, কতদিন আপনারা এভাবে এদের আজরাইল হয়ে দমন করতে পারবেন!! চেষ্টা করি আপনাদের পোস্ট আপডেট করার জন্য। নতুন কোন পোস্ট না এলেই এক অজানা আশংকায় থাকি। সাবধানে থাকবেন, ভালো থাকবেন। আল্লাহ্‌ আপনাদের হেফাজত করুন।",fear,train
অনেক দিন পর কিছু সৎ এবং বলিষ্ঠ ব্যক্তি মনে হয় সুধরে দিচ্ছেন লাগেস চুড়াদের। ধন্যবাদ বেনজির ভাইকে ।,happy,train
দিন বদলের দিন এসেছে কান পেতে ঐ শোন ! ভাল কাজ করে মানুষ সম্মান পায় আর চুরি করে পায় কিছু টাকা । কোনটা অমূল্য ?,disgust,train
"সিরিয়াসলি এত চোর যে গুনে শেষ করা যাচ্ছে না, well done Dhaka airport magistrates, we are proud of you 💐",happy,train
ইচ্ছে করছে আপনাদের মতো অফিসারদের প্রতিদিন ভালো কাজের জন্য পুরস্কৃত করি কিন্তু সাধ্য নেই। সরকার বাহাদুরের নিকট আবেদন দূর্নীতিবাজ আর ঘোষখোরদের নিকট থেকে অবৈধ টাকা উদ্ধার করে সৎ অফিসারদের পেছনে ব্যায় করা হোক।,happy,train
যাক বিমানবন্দরে এখন এতটুকু নিশ্চয়তা আছে যে কোন বিপদে পরলে কেউ একজন আছে যার কাছে যাওয়া যাবে। নাম্বারটা একটু দিলে মিলিয়ে নিতাম আরকি....,happy,train
"মাসআল্লাহ, সুবহানাল্লাহ,আলহামদুলিল্লাহ,ওরে জেলখানায় নিয়া সমস্ত কয়েদিরা পিছনের রাস্তা দিয়া যে সমস্ত মাল ছাড়ে, ঐ সমস্ত মাল উঠানোর মহান (শুধু তিনার জন্য মহান) দায়িত্বটা দেয়া হোক।",angry,train
ভাই এই স্ট্যাটাস মনে হয় আর বেশী দিন দেখা যাবে না। আবার আগের মত শুরু হবে তখন হয়তো আপসোস থাকবে!,sad,train
স্যার আমি আপনাকে নিয়ে অনেক চিন্তিত আছি ।কখন জানি এরা আপনাকে কিছু একটা করে ফেলে ।আপনি একটু সাবধানে চলাফেরা করবেন ।কারন এয়ারপোর্টের বেশিরভাগ লোকই কোন না কোন অপরাধে জরিত ।আর আপনি যেভাবে এদের ধোলাই করতেছন ।তারা তো চাইবে আপনাকে এখান থেকে সরিয়ে ফেলতে ।অতএব আপনি সাবধানে থাকবেন ।,fear,train
প্রতিদিন ই তো দেখছি। এসব বন্ধ হবে কবে??? যোগ্য লোক নিয়োগ না দিলে। বিমান বন্দর এর সব লোক জেলে পাঠালেও অপরাধ কমবে না।,angry,train
"তবে তাই হোক... দিন বদলের দিন এর অপেক্ষায়ে ...... আমরা পারব ,আমাদেরকে পারতে হবেই...মহান সৃষ্টিকর্তা আপনাদের সহায়ে হন। আপনাদের সুস্বাস্থ্য কামনায়ে...",happy,train
"বিমানবন্দরের প্রতিটি জায়গায় আপনাদের মতো,বেনজিরদের মতো এবং সাইদদের মতো সৎ নিষ্ঠাবান ন্যায়পরায়ন লোক চাই।",happy,train
এ সব অফিসার দের কে জাতীয় পুরস্কার দেওয়া উচিত.বাংলাদেশ বিমান বন্দর হল আমার দেখা যতগুলো বিমানবন্দরের মাঝে সব আযাব দেওয়া বিমানবন্দর .,happy,train
"কালকেই বলছিলাম পরিবর্তন হচ্ছে ইনশাআল্লাহ,হতেই হবে। না হলে ভবিষ্যত অন্ধকার ৷",happy,train
"ম‌নে হ‌চ্ছে বাংলা‌দেশ বিমান বন্দ‌রে নতুন সূর্য উঠ‌তে যা‌চ্ছে, ধন্যবাদ সবাই‌কে, এভা‌বে য‌দি পু‌রো দেশটা‌কে প‌রিশুদ্ব করা যেত তাহ‌লে আমা‌দের মু‌ক্তি যুদ্ব সার্থ্বক হ‌তো ।",happy,train
"আগের ঘড়ি, টেলিভিশন,আলমারি চাই ই চাই।ভাইজান একটু car parking এ নজর চাই,ওখানে বাটপার আছে আনেক।",fear,train
এই পৃথিবীতে সেই সবচেয়ে বেশি ধোকা খায়। যে নিঃসন্দেহে মানুষেকে অন্ধের মত বিশ্বাস করে যায়.............................................!!!!,sad,train
"আপনারা দেখি আদাজল খেয়ে নেমেছেন, যারা ধরছেন তাদের পুরষ্কৃত করলে মনে শান্তি পাইতাম।",happy,train
"আসলে সমস্যা আমাদের গোড়ায় আছে ,আগায় যত ছাঁটেন লাভ হবে না ,যেমন একজন কর্মী যখন চাকরি নেয় ,তখন তাদের কাছ থেকে বড় অংকের ঘোষ নেয় ,সেই সংস্থারই কোনও নিয়োগ দাতা ,তখন ঐ কর্মী কি করবে ,তখন বাধ্য হয়েই সে ভিন্ন পথ অবলম্বন করে হোক সে চুরি অথবা দুর্নীতি ,তার দেওয়া ঘোষের টাকা আগে কামানো দরকার কমাতে পারলেই হয় তাই বলবো স্যার আগে গোড়ায় হাত দেন তার পর আগায় ঘোষ নিয়ে চাকরি দেওয়াই হচ্ছে ,চুরি করার সুযোগ করে দেওয়া ?",disgust,train
এখানে অপরাধী ব্যক্তিকে কাষ্টম সরকার বলা হয়েছে। এতে বুঝা যায় অপরাধী ব্যক্তি কাষ্টমস ডিপা:-এর লোক। আসলে তা সঠিক নয়। কাষ্টম সরকার হচ্ছে সি এন্ড এফ এজেন্ট( ক্লিয়ারিং এন্ড ফরওয়াডিং এজেন্ট) এর নিয়োগকৃত করমচারী। আর সি এন্ড এফ এজেন্ট হচ্ছে কাষ্টম ডিপা: কতৃক প্রদত্ত লাইসেন্সধারী ব্যবসায়ী প্রতিষ্ঠান।,sad,train
একটা রিকুয়েস্ট :'( নেক্সট টাইমে চোর ধরলে ব্যাকগ্রাউন্ডে প্লিজ ঐ টিভি আর ঘড়িটা রাখবেন :'( তাছাড়া বস বস ফিল আসে না :'(,happy,train
পুরাইন্ন্যা টিভিটা কই? -_- বেইচ্চালাইছেন? -_- কারে বেচছেন? -_- আমি কবেত্তে ঐডা টার্গেটে রাখছি :'( আর ঘড়িটাও টার্গেটে থুইয়া দিছিলাম :'(,disgust,train
আপনাদের এমন বিপ্লবে আমরা কিছুটা হলেও আলোর মুখ দেখতে পাচ্ছি। অকুতোভয়ে এগিয়ে যান।,happy,train
এদের মত মানুষের জন্য চোরের জণ্য বাংলাদের এয়ারপোটের নিরাপত্তার দায়িত্ব ব্রিটিস কম্পানিকে দিতেহচ্ছে,disgust,train
"শুরু!!!!! সাইদ, বেনজীর...... দিয়েই চলুক লাস্ট দুর্নীতিবাজ পর্যন্ত।",happy,train
স্যার ভয় হইতাছে আমার কম্বলের লোম বাচতে বাচতে আবার কম্বল খুজে পাবেন তো?,fear,train
"এখান থেকেই দিন বদলের শুরু ,bravo",happy,train
যারা চোর ধরতে সাহায্য করছেন তাদের ছবি প্রকাশ করে সন্মান প্রদর্শন করা হোক।,happy,train
"সুপাই লাইক!! কার্গোতে মাল আসলেই ভয়ে থাকি, কয়টা ল্যাপটপ চুরি হয়!",fear,train
সেই বিখ্যাত ঘড়ি আর টেলিভিশন ছাড়া আপনাদের পোস্ট মানায়না ভাই.... ;),disgust,train
চোর কোনটা বুজব কিভাবে? সব গুলাত বাবু হয়ে দাড়িয়ে আছে.,angry,train
স্যার ছবিতে আসামি কে তা বুঝা যাচ্ছেনা। অসংখ্য ধন্যবাদ সততার জন্য।,happy,train
অনেক দিন পর ফিরে আসলাম thank you,happy,train
"নতুন দিগন্তের সূচনা,,,,, অভিনন্দন আর শুভ কামনা আপনাদের জন্য স্যার,,,,",happy,train
দিন বদলের অপেক্ষায়........স্যালুট!,happy,train
দিন বদলের অপেক্ষায়...,happy,train
পরিবর্তন শুরু কেডিট আপনার ভাই,happy,train
চোর কি মাঝ খানের ২ জন?,disgust,train
রেড সার্কেল করে দিলে কালপ্রিট কে বুঝা যেত।,angry,train
"এইবার তাইলে ঘড়ি আর টিভি টা চেঞ্চ হইছে স্যার,",happy,train
দিন বদলের দিনের অপেক্ষায় ...,happy,train
ভালো মানুষ থাকলে দিন বদলে বেশি দিন লাগেনা স্যালুট আপনাকে,happy,train
মনে হয় সামনে আমাদের জন্য সুদিন অপেক্ষা করতেছে,happy,train
বিমানের বর্তমান লোক দিয়ে দিন বদল হবে না !!!!,angry,train
"সময় করে একদিন সামনে আসেন, বড্ড দেখতে ইচ্ছে করে আপনাকে",happy,train
"ভাই, এখানে চোর কে, সেটা তো বুজা যাই না...।।",disgust,train
ভাই plz রিয়াদেরবাংলাদেশ বিমানের দিকে একটু খিয়াল করুন,sad,train
আপনাদের বদৌলতে এভাবেই বদলাবে দিন......স্যালুট আপনাদের,happy,train
স্যার ভদ্র চোরের দন্ড ১বছরের । সেটি ৩৬৫দিনে বছর না ৩০দিনে বছর।,disgust,train
হবে। এক এক করে সব হবে।,happy,train
অসৎ মানুষকে তিরস্কার আর সৎ মানুষকে পুরষ্কার তবেইতো আসবে দিন বদলের দিন !!!,happy,train
দিন বদলের দিনের অপেক্ষায় আমরাও আছি.....,happy,train
এদের চাকুরী থেকে বরখাস্ত করা হোক,angry,train
দিন বদলের দিনের অপেক্ষায় ...,happy,train
আর ও ভাল কিছু দেখতে চাই।,happy,train
ভাল ভাই তবে কন্টিনিও করতে হবে তার জেন না করতে পারে সে দিক খেয়য়াল রাখতে হবে,fear,train
"কেউ বুঝে কথা বলে, কেউ না বুঝে তবে আমার এক কথা উনাদেরকে উৎসাহ িদন.",happy,train
"রুমের কিছু পরির্বতন দেখতে পাচ্ছি,,,,!!!!😒",happy,train
ভাইয়া চোর কোনটা বুঝাই যাচ্ছে না। একটু যদি লাল গোল দাগ দিয়ে দিতেন। :D :F,happy,train
দিন বদলের অপেক্ষায় 😃😃😃,happy,train
ভাই সাধারণ যাত্রি দের আপনাদের সাথে যোগাযগের জন্য কি উদ্দগ নিয়েছেন? প্রচুর প্রচার দরকার,happy,train
""" দিন বদলের দিনের অপেক্ষায় """""""""""" আমরা ও আছি ভাই",happy,train
জয় হবে আপনাদেরই ...ইনশা আল্লাহ,happy,train
অভিনন্দন । গর্ব হছেচ আমাদের যুদ্ধটা বৃথা যায়নি।,happy,train
বেছে বেছে সব চোর দের চাকরি দেয় নাকি এখানে চাকরি পেলে চোর হয়ে যায়? আপ্নারা প্রতিদিন ধরতেসেন তাও এদের ভয় ডর নাই ! তার মানে শাস্তির পরিমাণ বাড়াতে হবে।,disgust,train
আস্তে আস্তে একটি ভরসার জায়গা তৈরি হচ্ছে। স্যার এগিয়ে যান আপন মহিমায়।,happy,train
"আমরা আশা করি, সাইদ ও বেনজীর সাহেবের পথে বাকী সিকিউরিটি টীম হাটবে",happy,train
স্যার..! এই চোর গুলো চাকরি পায় কেমনে..?? :( :(,sad,train
"স্যার, পিছনে নতুন টেলিভিশন দেখা যায়",happy,train
স্যার নতুন টিভির জন্য অভিনন্দন। :),happy,train
"কইছিলাম না মাম্মা! ইটস ওয়ার্কিং! বেনজীর মাম্মায় আরেকটা নজীর সৃষ্টি করল, সেলাম তারে।",happy,train
ডেইলি চুরি করে শালারপুতেরা। একবার আমার শ্যাম্পু শাবান লোসন ওই দুইট মোবাইলফোন শুদ্ধা ব্যাগ গায়েব। কুতারবাচ্চাগুলোরে ১বছর না ১০০বছর জেলে রাখা উচিৎ।,angry,train
"দিন না বদলে দেশটা এবার - দায়িত্ব এখন আপনা । স্যালুট জনাব বেনজির সাহেব, সহ বিমানের সকল সিকিউরিটিকে । হোক না প্রতিবাদ একে একে ।।",happy,train
"টিভি কই আমগোডা? নতুন টিভির কাপ্পারা দেওয়ন লাইগবো, নইলে নষ্ট হইয়া যাইবো কইলাম",angry,train
দেশের প্রতিটা ক্ষেত্রে এমন চাই। এভাবে লেজিসলেটিভ পাওয়ার এমপোজ হলে দূর্নীতি পালানোরও পথ পাবে না...,happy,train
এটা কিন্তু খুবি অসস্তিকর যে বিমান বন্দরে এত চোর আছে:-( Once upon a time আমি ভাবতাম খালি সুন্দরী বিমালবালা আছে বিমান বন্দরে:-),disgust,train
গেট আপ চেন্জ????? হোয়াই? কোথায় সেই ঐতিহাসিক ঘড়ি ও টি ভি? তলে তলে কি তবে আপনাদের কর্মোদ্যম ও চেন্জ হবে??????,disgust,train
"চোর সব ইয়ারপোটের ভিতর,, ভাই এর কোন মানি হয়। পশাসন আরো কঠোর হতে হবে।",angry,train
এত চোর তো মনে হয় পুরা বাংলাদেশ এ ও ধরা খায়না যত ধরা খায় এয়ারপোর্ট এ...কিন্তু প্রশাসন মনে হয় জানে না যে prevention is better than cure...,disgust,train
আপনারা এত চোর ধরেন তবুও কেন তাদের দমন করতে পারতেছেন না?? কলম চুরি করুক অথবা বিমান চুরি করুক কঠোর শাস্তি দেন ইনশাল্লাহ সব সোজা হয়ে যাবে।,angry,train
"প্রতিদিন এতো লোক ধরা খাচ্ছে, চাকরি যাচ্ছে, জরিমানা হচ্ছে, সম্মান যাচ্ছে তারপর ও চুরি থেমে নেই। এয়ারপোর্ট এ তাইলে কত চোর :o",disgust,train
"বস, জেল জরিমানার সাথে ২জনরে দুইটা করে ডিম ট্রিটমেন্ট দিলে আরো ভালো হইত।",angry,train
আগের টিভি টা কই? :'(,disgust,train
অপরাধী‌দের যে‌কোন এক‌টি চিহ্ন (‌গোল/‌টিক) দি‌য়ে চি‌‌ন্নিত ক‌রে দিন স্যার।,happy,train
এভাবেই এগিয়ে যাবে প্রিয় দেশ।,happy,train
আসামী কে চিণ্হিত করে দিলে ভালো হত না।,happy,train
সাব্বাস বেঞ্জির ভাই,happy,train
নতুন টিভি -নতুন ঘড়ি :v,happy,train
ধন্যবাদ,happy,train
"আজকে রুম, ঘড়ি, টিভিও চেইন্জ...... পরিবর্তনের হাওয়া লাগছেরে......",happy,train
উনার রুম Change হইসে।,happy,train
টেলিভিশন চেইঞ্জ :-D ঘড়িও। নতুন রুমে নাকি?,happy,train
হাত কড়া নেই ক্যান ?,angry,train
ভাল লাগলো,happy,train
আপনাদের সফলতা কামনা করি।,happy,train
"আপনারাই বলবেন ওর কি করা উচিত,আমার মতে ,একটা হাত কেটে ফেলানো দরকার।",angry,train
2nd time in BANGLADESH. .😊 অভিনন্দন মিঃ বেনজির ।,happy,train
বেনজীরকে স্যালুট..!,happy,train
আমরা চাই সুন্দর বিমানবন্দর দেশী কি বিদেশী,happy,train
"দল্ডটা লগু , গুরু দন্ড দিলে এরা আর বার বার ফিরে এসে আকামে লিপ্ত হত না",disgust,train
এয়ারপোর্টে এতো অনিয়ম কেন??? :O,angry,train
"পরিবর্তন শুরু হয়ে গেছে ,শুভ কামনা রইল",happy,train
মনে হয় এদের কে লিড দেওয়ার জন্য বড় মাপের রাগব বোয়াল আছে!,angry,train
দিন বদলের দিনের অপেক্ষায় আমরা সবাই ।,happy,train
খুব ভাল কাজ। জনাব আপনার রুমের টেলিভিশন টা দেখছি পরিবর্তন হইছে।,happy,train
ধন্যবাদ বেনজীর ভাইকে।,happy,train
এগুলা কাপড় খুলে লেংটা করে ৩ মাস রাস্তায় বেধে রাখা হোক সবাই দেখুবে আর যা করার পাবলিকই করবে,angry,train
দিন বদলাবেই!! আপনার মত সাহসী মানুষদের অনুপ্রেরনায় দিন বদলাবেই।,happy,train
"সাব্বাশ, স্যালুট",happy,train
ধন্যবাদ বস,happy,train
পরিবর্তন আসবেই....,happy,train
হাল ছা‌ড়ি‌নি! দিন বদল হ‌বেই হ‌বে!,happy,train
চোর কেমনে চিনব---!? কিছু গলায় লটকায়ে দিলে চিনতে সুবিধা হতো না---!?,angry,train
আসল গড়ি টা কই,disgust,train
অপরাধী কোনজন????,angry,train
ঘড়ি আর টিভি টা বদল করে খুব সুন্দর কাজ করেচেন,happy,train
কোপা সামসু,angry,train
কেন তাদেরকে ইগনোর করা হবে?তাকে গ্রেফতার করা হোক।এটা একটা ষড়যন্ত্র।,disgust,train
"একটা ভালো কাজ করতে গেলে সেই কাজের কি ভাবে ক্ষতি করা যায় বদনাম করা যায়, কিছু লোক আছে তারা সব চেষ্টা করে।",disgust,train
"গাছে যদি আম থাকে তাইলে মানুষ ডিল দিবেই, তাই বলে কি গাছ আম দেয়া বন্ধ করবে??? কক্ষনই না। যারা ভাল মানুষ, ভাল কাজ করে তারা কোনদিন বাজে কথায় কান দেয়না।",happy,train
"সরকারি কোনও আমলা যদি ভালো হয় তবু ও ,সরকারের বদনাম তর ভালো মানুষ টাকে আরাল করে দেয়",disgust,train
"অন্যের জন্য গর্ত করলে ঐ গর্তে একদিন নিজেকে পড়তে হয়। স্যার আপনারা এগিয়ে যান আমরা সমস্ত প্রবাসী আছি আপনাদের সাথে,ভালো কাজ এবং সৎ উদ্দেশ্য কখনো থেমে থাকেনা।",happy,train
ভাই আপনারা যতই ভালো কাজ করুন না কেন মনে রাখবেন অবশ্যই কিছু মানুষের চুলকানি থাকবে | আপনারা মনখারাপ করবেন না | আপনাদের সাথে লক্ষ লক্ষ মানুষে দোয়া ও ভালোবাসা আছে। শুধু আপনারা সামনের দিকে এগিয়ে যান | আল্লাহ আপনাদের মঙ্গল করুন | আমীন |,happy,train
"Sir ভাল কাজ করার মাঝে কিছু কিছু ভুল বোঝাবুঝি হয় কিন্তু আপনি কষ্ট পাবেন না, আপনি আপনার গতিতে যেটা ভাল মনে করবেন করেন। সব মানুষের প্রকাশভঙ্গি একরকম হয়না....ধন্যবাদ স্যার।",happy,train
আপডেট এর অপেক্ষায় থাকলাম।আশাকরি এই হয়রানি বন্ধ করতে আপনারা সফল হবেন।,happy,train
"আমার মনে হয় যে এটা যাত্রীর-ই দোষ ছিল অথবা অভিযোগটা যথাযথো উপায় করা হয়নি। অহেতুক তাদেরকে(Magistrates, All Airports of Bangladesh) দোষারোপ করা ঠিক হচ্ছে না। তারপরও তো তাঁরা সহযোগীর কথা বলেছেন। উনারা অনেক ভাল কাজ করছেন। যা শুধু প্রশংসা বা ধন্যবাদ দিয়েই শেষ করা যায় না। এগিয়ে যান... Magistrates, All Airports of Bangladesh",disgust,train
হেতেরে লাল কার্ড। মানে ব্লক। এইসব শুয়োরর বাচ্চারা দেশটাকে শুয়োরের খামার বানাইয়া রাখতে চায়।,angry,train
"যতদূর জানি রিজেন্ট এমন করে না, ডাহা মিথ্যা অভিযোগ ।",disgust,train
"এই শুয়োরের বাচ্চাকে যেভাবেই হোক গ্রেফতার করতেই হবে, সে এই চক্রের একজন সক্রিয় সদস্য এবং ষড়যন্ত্রকারী। প্লিজ স্যার, এই কালপ্রিটকে ধরার চেস্টা করুন।",angry,train
